id,exhibitor_id,company_name,hall,nivel,stand,city,cities,category,product,website,logo_url,econexia_url,description_es,status,source
gsi-2026-05-4,827693,PROSEGUR VIGILANCIA Y SEGURIDAD PRIVADA LTDA,05,01,4,BOGOTA D.C.,bogota,,*Panel *Teclado *Pircam *Magnético *Tags,http://www.prosegur.com,,,,captured,catalog
gsi-2026-06-114,803284,PROYECTAMOS Y EDIFICAMOS,06,01,114,BOGOTA D.C.,bogota,vis;no_vis;vivienda,APARTAMENTOS VI - NO VIS - LOTES - VILLAS CAMPESTRES,http://www.proyectamosyedificamos.com,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=52316,,"Desde nuestros inicios, centramos la actividad principal en la promoción, comercialización y construcción de proyectos inmobiliarios, obras de urbanismo, obras civiles, centros comerciales y otras, abarcando todos los niveles socioeconómicos. Proyectamos y Edificamos S.A.S ejecuta estudios, diseños y construcción de obras de Ingeniería, promueve, comercializar y desarrollar proyectos inmobiliarios, contribuyendo con el desarrollo social y económico de Colombia, utilizando excelentes recursos físicos, tecnológicos y contando con personal altamente productivo. Con nuestra labor buscamos satisfacer necesidades de todos nuestros clientes, es así como cubrimos los requerimientos de vivienda de las diferentes clases sociales y creamos mejores entornos urbanos con la construcción de obras civiles que generan bienestar general.",captured,catalog
gsi-2026-07-113,817621,LUX PRIME,07,01,113,DUBAI,otro,servicios,Promociones inmobiliarias en Dubai - Bienes Raíces de Lujo,,,,,captured,catalog
gsi-2026-06-440,804237,Constructora Residere,06,01,440,BOGOTA D.C.,bogota,comercio;vivienda,"Comercialización de proyectos de vivienda en Bogotá, Barranquilla y Santa Marta.",http://www.residere.com,,,,captured,catalog
gsi-2026-05-115,827696,RIVERCITY,05,01,115,BARRANQUILLA,barranquilla,vivienda,Proyecto de apartamentos.,https://korner.com.co/en/propiedad/rivercity,,,,captured,catalog
gsi-2026-06-627,815757,RV INMOBILIARIA,06,01,627,BOGOTA D.C.,bogota,comercio;servicios,"Servicios de venta de inmuebles usados en Bogotá Servicios de avalúos a nivel nacional Venta de proyecto nuevo en el centro de Bogotá, sobre planos. Comercializacion y administración de inmuebles corporativos Servicio de afianzadora en Bogotá",http://www.rvinmobiliaria.com,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55021,,,captured,catalog
gsi-2026-06-544,805426,S & G CONSTRUCCTORES SAS,06,01,544,IBAGUE,otro,comercio;vivienda;inversion;servicios,"Desarrollo y comercialización de proyectos inmobiliarios y urbanísticos, enfocados en vivienda, inversión y lotes urbanizados. Asesoría integral en inversión inmobiliaria, acompañamiento comercial y estructuración de proyectos con alto potencial de valorización.- Proyectos inmobiliarios de vivienda nueva (apartamentos y construcción de casas).- Lotes urbanizados y proyectos de desarrollo urbano.- Proyectos de inversión inmobiliaria con enfoque en valorización y rentabilidad.- Asesoría personalizada para compra de vivienda e inversión en bienes raíces.",https://sygconstrucctores.com/,,,,captured,catalog
gsi-2026-06-141,804239,CONSTRUCINMOBILIARIA,06,01,141,GIRARDOT,otro,vivienda;servicios,"LOTES CAMPESTRES A 10 MIN DE LA CIUDAD DE GIRARDOT CUNDINAMARCA, EN URBANIZACION Y CONDOMINIOS",http://construcinmobiliaria.com,,,,captured,catalog
gsi-2026-07-270,807371,SUCASA,07,01,270,PANAMA,internacional,vivienda,VIVIENDA,,,,,captured,catalog
gsi-2026-08-350,821864,SUMAS CONSTRUCCIONES S.A.S.,08,01,350,FLORIDABLANCA,otro,,Construcción de edificos residenciales,http://www.sumas.com.co,,,,captured,catalog
gsi-2026-06-634,806491,SUVIVENDA INTERNACIONAL,06,01,634,DORAL,otro,financiero;vivienda,"Somos un bróker especializado en acompañar a colombianos residentes en el exterior en la adquisición de crédito hipotecario, leasing habitacional y otras alternativas de financiación para vivienda en Colombia. Somo bróker aliado de Bancolombia, Davivienda, Banco de Occidente, Banco de Bogotá y Banco Unión",,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=54880,,,captured,catalog
gsi-2026-06-614,804563,TERRA DESARROLLADORA SAS,06,01,614,BOGOTA D.C.,bogota,comercio;vivienda;inversion,"Comercialización de lotes urbanizados y campestres, con acompañamiento integral en el proceso de compra, asesoría personalizada, información sobre proyectos inmobiliarios, formas de pago y opciones de inversión.",http://www.terradesarrolladora.co,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=52166,,"En Terra Desarrolladora, nos dedicamos a transformar terrenos en oportunidades, ofreciendo soluciones integrales para el desarrollo urbano y campestre. Con más de dos décadas de experiencia, brindamos confianza y solidez a nuestros clientes. Nuestro compromiso es garantizar inversiones seguras y rentables mediante un enfoque transparente, profesional y cercano, acompañando a cada cliente en todo el proceso y asegurando proyectos bien planificados en ubicaciones estratégicas.",captured,catalog
gsi-2026-08-233,809604,TRAZOS URBANOS,08,01,233,MEDELLIN,medellin,,,,,,,captured,catalog
gsi-2026-08-201A,806330,TU ESPACIO YA SAS,08,01,201A,BARRANQUILLA,barranquilla,,"Proyectos inmobiliarios en la ciudad de Barranquilla desarrollados por las constructora conaco, Malecon 72 y Consutructores unidos",http://www.tuespacioya.com,,,,captured,catalog
gsi-2026-06-646,825589,UMBRA GROUP SAS,06,01,646,BOGOTA D.C.,bogota,,Desarrollo de experiencias,http://umbraint.com/,,,,captured,catalog
gsi-2026-06-647,825624,BANCO AGRARIO DE COLOMBIA,06,01,647,BOGOTA D.C.,bogota,financiero,BANCO AGRARIO DE COLOMBIA : Opciones de financiamiento,https://universalcomunicaciones.com/,,,,captured,catalog
gsi-2026-08-234A,801870,URAKI CONSTRUCTORA,08,01,234A,BOGOTA D.C.,bogota,,,https://constructora.uraki.com.co/,,,,captured,catalog
gsi-2026-06-122,806453,URBANSA,06,01,122,BOGOTA D.C.,bogota,,Proyectos inmobiliarios,http://www.urbansa.co,,,,captured,catalog
gsi-2026-07-127,819360,VALOR DEVELOPMENT,07,01,127,PANAMA,internacional,,PROYECTOS RESIDENCIALES,,,,,captured,catalog
gsi-2026-06-146,811733,VILLAS DE SANTA BARBARA CONSTRUCCIONES S A S,06,01,146,BOGOTA D.C.,bogota,vis;vivienda,"PROYECTO DE VIVIENDA 89 APARTAESTUDIOS 9 PISOS Y TERRAZAS AREAS 18,8 M2 A 21,6 M2 (vis)",http://wwww.apartaestudiosaltus124.com,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55316,,,captured,catalog
gsi-2026-08-140,822125,CONNECTA INGENIERÍA SAS,08,01,140,SANTA MARTA,otro,,,,,,,captured,catalog
gsi-2026-08-260,824433,VIVELO GE S.A.S.,08,01,260,CARTAGENA,cartagena,,,,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55900,,"Viveloo Inmobiliaria es una firma boutique especializada en inversión inmobiliaria en el Caribe colombiano. Acompañamos a nuestros inversionistas con una asesoría estratégica y personalizada para construir patrimonio con confianza. En Corferias presentamos Punta Marea, un exclusivo proyecto de lotes con salida directa al mar ,en Barú, Cartagena, ubicación privilegiada y alto potencial de valorización.",captured,catalog
gsi-2026-07-164,809513,COLDWELL BANKER REALTY,07,01,164,MIAMI,internacional,financiero;inversion;servicios,"Proyectos de Propiedades de Nuevas construcciones en la florida y mercado inmobiliario en general, ademas todos lo relacionado al mercado de inversión inmobiliaria en referencia a la Asesoría legal y corporativa, asesoría contable y préstamos hipotecarios a inversionistas extranjeros.",,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55470,,"Bienes Raices de la Florida, USA",captured,catalog
gsi-2026-06-543,820138,ZKL OCEAN BAY RESORT,06,01,543,MEDELLIN,medellin,,Productos Inmobiliarios,,,,,captured,catalog
